car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class
e23025129X,Nissan Qashqai,standart,petrol,3.74,2011,1219,2018,34.21,break_bug
I-1847374X,VW Polo VI,economy,petrol,5.58,2015,78994,2019,67.3,engine_ignition
k15171262X,Smart ForFour,economy,petrol,3.74,2016,105659,2018,46.62,engine_overheat
d-2112406w,Renault Kaptur,standart,petrol,5.08,2015,87536,2021,45.21,break_bug
x-1408552U,VW Polo VI,economy,petrol,3.6,2013,41213,2017,30.62,wheel_shake
Z34332118r,Smart Coupe,economy,petrol,3.64,2013,38897,2021,60.45,engine_ignition
h-2930740k,Audi A4,premium,petrol,4.72,2017,116983,2017,45.76,engine_overheat
V-9728915a,VW Polo VI,economy,petrol,4.54,2014,70612,2019,27.68,engine_overheat
M17938835z,Skoda Rapid,economy,petrol,3.32,2015,94780,2016,40.69,wheel_shake
d42149834P,Nissan Qashqai,standart,petrol,3.86,2012,25720,2022,38.89,engine_fuel
y37826050q,Smart ForFour,economy,petrol,4.34,2017,122107,2018,53.81,engine_check
j-1349295E,Renault Kaptur,standart,petrol,5.16,2011,4212,2015,34.37,engine_overheat
I47319182n,Kia Rio X-line,economy,petrol,3.58,2013,44588,2018,29.17,engine_overheat
f-1300760u,Kia Sportage,standart,petrol,5.3,2011,2427,2019,22.39,break_bug
v14623001k,Smart Coupe,economy,petrol,0.98,2017,119398,2014,65.13,another_bug
f-1863210S,Hyundai Solaris,economy,petrol,4.86,2011,5638,2018,103.14,another_bug
t94682640x,Kia Rio X,economy,petrol,3.08,2015,83715,2022,51.16,engine_overheat
L-6391483w,Skoda Rapid,economy,petrol,4.4,2016,90059,2020,30.12,engine_overheat
s18030533g,VW Polo VI,economy,petrol,3.78,2012,24891,2016,40.49,break_bug
I-3655411V,VW Polo VI,economy,petrol,4.06,2014,69131,2017,28.04,electro_bug
Q-3432704o,VW Tiguan,economy,petrol,4.82,2016,95302,2019,57.08,engine_overheat
d-3700930e,Kia Rio,economy,petrol,4.52,2013,49610,2014,61.11,engine_ignition
R-1779027F,Renault Kaptur,standart,petrol,6.34,2011,3267,2022,34.08,gear_stick
K-2177169P,Smart Coupe,economy,petrol,4.82,2014,66742,2020,50.34,engine_ignition
B-1448242P,VW Tiguan,economy,petrol,4.48,2017,135569,2019,28.72,gear_stick
V-1493273B,Renault Sandero,standart,petrol,6.02,2015,74211,2019,37.61,engine_fuel
Z-2128377r,Kia Rio X-line,economy,petrol,4.48,2012,23765,2014,53.5,engine_check
j-1994836d,Kia Rio X,economy,petrol,4.44,2015,89113,2016,29.1,wheel_shake
I-2255959U,VW Polo,economy,petrol,5.94,2013,47661,2017,24.05,gear_stick
P-2041199z,VW Polo,economy,petrol,4.7,2013,42215,2016,34.61,engine_overheat
R15066591E,Renault Kaptur,standart,petrol,3.88,2014,60613,2019,22.14,break_bug
G10820921U,Renault Sandero,standart,petrol,4.42,2015,78525,2022,102.48,another_bug
B-1357696S,Kia Rio X,economy,petrol,4.46,2012,30674,2021,71.28,another_bug
h16279695K,Smart Coupe,economy,petrol,3.46,2016,94217,2021,35.43,wheel_shake
R16902447f,Mini Cooper,business,petrol,4.1,2012,20824,2016,43.14,gear_stick
S-6684161s,Hyundai Solaris,economy,petrol,5.4,2015,87468,2021,38.27,engine_overheat
h17861805G,Kia Rio X,economy,petrol,1.04,2014,72790,2021,54.52,engine_ignition
S54723559F,Hyundai Solaris,economy,petrol,5.04,2013,43721,2016,25.73,wheel_shake
C-1103176C,Smart Coupe,economy,petrol,4.74,2014,59095,2015,31.31,electro_bug
z41508842z,Skoda Rapid,economy,petrol,3.52,2015,83333,2021,28.4,engine_overheat
d16699323u,Kia Rio X,economy,petrol,4.68,2015,72155,2016,51.25,engine_ignition
C17311656B,Kia Sportage,standart,petrol,4.48,2014,65533,2016,31.59,gear_stick
B37768184I,Audi A3,premium,petrol,5.18,2015,91210,2020,49.74,break_bug
f21340662W,Renault Kaptur,standart,petrol,3.2,2015,73265,2018,78.58,another_bug
z56003561k,Smart Coupe,economy,petrol,4.06,2014,69285,2014,81.63,another_bug
F68295874Z,Renault Kaptur,standart,petrol,4.32,2015,88574,2017,46.34,engine_check
Q19307898c,Kia Rio X,economy,petrol,3.04,2013,43207,2017,48.69,engine_check
D-1319701n,Smart ForFour,economy,petrol,5.08,2017,110853,2017,35.93,break_bug
y-6093462X,VW Polo,economy,petrol,5.0,2012,24149,2021,34.65,electro_bug
q20118649S,Kia Rio X,economy,petrol,4.5,2012,20871,2017,23.93,engine_fuel
Q10035994a,Smart Coupe,economy,petrol,2.72,2016,97460,2020,40.53,gear_stick
L-4452446Z,Renault Sandero,standart,petrol,4.14,2013,41962,2016,56.39,another_bug
M-3227100t,VW Polo,economy,petrol,5.02,2012,21148,2016,51.42,engine_overheat
B88120693S,Renault Sandero,standart,petrol,3.68,2014,62343,2020,63.51,engine_ignition
m16516804p,Kia Rio X-line,economy,petrol,4.98,2014,59833,2014,44.54,engine_fuel
P19653432E,Hyundai Solaris,economy,petrol,3.5,2015,76001,2018,54.36,engine_ignition
x-1749702B,VW Polo,economy,petrol,4.54,2011,576,2016,41.99,gear_stick
x13220328w,Renault Sandero,standart,petrol,2.84,2013,42587,2018,32.56,gear_stick
h17414658v,Smart ForFour,economy,petrol,4.56,2015,82544,2017,28.56,engine_overheat
G-4985978n,Renault Kaptur,standart,petrol,4.26,2012,24105,2019,38.69,gear_stick
b-7040874b,Renault Sandero,standart,petrol,3.9,2014,67561,2018,35.37,electro_bug
x58863702m,Kia Rio X-line,economy,petrol,4.76,2015,89626,2017,30.18,electro_bug
x84930337h,Kia Rio X-line,economy,petrol,3.54,2014,68064,2019,54.55,engine_overheat
d18957206x,Renault Kaptur,standart,petrol,4.58,2012,19937,2016,31.46,electro_bug
N-1745703G,Smart Coupe,economy,petrol,4.78,2014,63372,2015,63.13,engine_check
u24432042k,Kia Rio X-line,economy,petrol,3.06,2013,41027,2020,26.58,break_bug
z30508487R,Renault Sandero,standart,petrol,5.12,2014,63057,2019,35.28,break_bug
r16294059S,VW Tiguan,economy,petrol,4.4,2016,110995,2019,31.54,break_bug
H-2108091L,Hyundai Solaris,economy,petrol,4.4,2011,4913,2020,31.36,electro_bug
T-1861418l,Kia Rio X,economy,petrol,4.06,2015,90121,2019,59.37,engine_overheat
Y-2287594M,MINI CooperSE,business,electro,6.0,2015,73789,2019,66.59,engine_overheat
S-2262856H,Hyundai Solaris,economy,petrol,6.92,2013,51417,2018,62.59,another_bug
n14735502c,VW Polo VI,economy,petrol,2.86,2015,75719,2017,39.9,engine_overheat
S42953963r,Nissan Qashqai,standart,petrol,3.92,2013,43976,2016,30.99,engine_overheat
T81007701m,Audi A3,premium,petrol,4.24,2015,76607,2021,39.41,engine_fuel
c15981745N,Kia Rio X-line,economy,petrol,3.38,2014,73880,2019,48.72,engine_check
x17396712H,Renault Sandero,standart,petrol,2.12,2015,77686,2022,36.06,break_bug
i28678068z,Skoda Rapid,economy,petrol,4.98,2016,93644,2016,24.93,gear_stick
h19917788i,Kia Rio X-line,economy,petrol,3.08,2015,76603,2018,39.64,engine_fuel
h19371905Z,Renault Sandero,standart,petrol,4.12,2015,81393,2015,41.77,engine_overheat
k46522161e,Smart ForTwo,economy,petrol,3.04,2013,44425,2020,65.36,engine_ignition
K-5008643Z,VW Polo,economy,petrol,5.32,2013,40732,2016,29.96,electro_bug
t10067949t,Hyundai Solaris,economy,petrol,3.68,2011,6562,2014,63.25,another_bug
i-6289789v,VW Polo,economy,petrol,4.66,2013,38996,2021,40.95,engine_fuel
s10053140L,Renault Sandero,standart,petrol,2.96,2014,67592,2021,42.46,engine_overheat
C50021983M,Kia Rio X,economy,petrol,3.82,2015,91515,2017,41.69,engine_overheat
b-1088056N,VW Polo,economy,petrol,4.32,2013,42442,2016,30.66,gear_stick
B18251939Y,Nissan Qashqai,standart,petrol,3.48,2012,22551,2017,54.5,engine_ignition
j-1094740D,Kia Rio X,economy,petrol,4.8,2011,2201,2018,87.5,another_bug
s-4883893Q,Hyundai Solaris,economy,petrol,4.64,2012,21660,2014,45.74,engine_check
h22481365A,Renault Sandero,standart,petrol,3.82,2014,55600,2018,36.04,break_bug
J87382695C,VW Polo,economy,petrol,3.56,2012,22401,2015,50.5,engine_overheat
Y-2069784y,Hyundai Solaris,economy,petrol,5.44,2015,75848,2021,55.28,engine_ignition
V-2074579X,Renault Sandero,standart,petrol,5.26,2011,854,2016,67.14,engine_ignition
L10577542G,Smart ForTwo,economy,petrol,4.64,2014,59844,2018,31.14,electro_bug
Q75686415a,Renault Sandero,standart,petrol,3.94,2012,21772,2021,67.91,another_bug
o-2139524M,VW Tiguan,economy,petrol,5.26,2017,121392,2020,30.81,electro_bug
S17148502m,VW Polo,economy,petrol,2.96,2013,42315,2019,26.89,wheel_shake
G-1837212q,Kia Sportage,standart,petrol,5.58,2013,40587,2020,76.47,another_bug
s-6339166E,Smart ForFour,economy,petrol,3.76,2015,77709,2018,55.21,engine_ignition
S21611713i,BMW 320i,business,petrol,3.34,2013,43648,2018,63.84,engine_check
E-5860609f,Hyundai Solaris,economy,petrol,4.22,2013,43146,2019,42.86,engine_ignition
x90842212V,Smart Coupe,economy,petrol,3.06,2016,113384,2017,39.38,engine_fuel
T-7684106s,Renault Kaptur,standart,petrol,3.64,2011,1868,2016,58.9,engine_overheat
N87823081W,Hyundai Solaris,economy,petrol,4.16,2013,42692,2019,52.72,another_bug
T-1994249o,Skoda Rapid,economy,petrol,5.96,2017,134328,2019,26.97,break_bug
P-5707632N,Kia Rio,economy,petrol,4.44,2015,80628,2017,23.95,engine_fuel
U38182084N,Renault Kaptur,standart,petrol,4.76,2015,88852,2018,49.83,engine_overheat
Z-7742856C,VW Polo,economy,petrol,5.48,2015,82505,2021,45.82,engine_ignition
P-3929445q,Smart Coupe,economy,petrol,7.08,2016,102663,2017,28.26,gear_stick
L10623696e,VW Tiguan,economy,petrol,3.04,2014,55898,2022,42.87,break_bug
v-1313221G,Renault Sandero,standart,petrol,4.68,2014,62754,2018,26.31,electro_bug
Q19968160Q,Nissan Qashqai,standart,petrol,3.6,2013,51994,2019,34.41,engine_fuel
o-4622211t,Nissan Qashqai,standart,petrol,4.96,2014,61633,2016,42.85,gear_stick
d87894116z,Renault Sandero,standart,petrol,4.02,2014,59247,2021,55.47,engine_ignition
I-2247201A,Mercedes-Benz GLC,business,petrol,4.14,2012,21008,2020,34.94,electro_bug
k-1506855X,Skoda Rapid,economy,petrol,6.8,2015,81805,2020,32.6,engine_fuel
s33252064R,Nissan Qashqai,standart,petrol,4.14,2014,72047,2019,59.56,engine_check
T20409757P,Renault Kaptur,standart,petrol,1.9,2012,19216,2020,54.33,engine_ignition
l-6722826Q,Kia Rio X-line,economy,petrol,6.0,2012,23611,2019,26.32,break_bug
k-1717815X,Hyundai Solaris,economy,petrol,5.24,2012,27992,2017,23.49,engine_overheat
L18104947J,Kia Sportage,standart,petrol,2.2,2015,88819,2021,44.93,engine_check
T18811034j,Skoda Rapid,economy,petrol,2.14,2013,46970,2020,46.1,engine_check
V-2090794j,Nissan Qashqai,standart,petrol,4.3,2014,60970,2019,49.23,engine_ignition
C-9746243l,Renault Kaptur,standart,petrol,7.46,2014,69545,2017,39.67,electro_bug
X60884870R,Nissan Qashqai,standart,petrol,4.86,2011,3429,2019,35.28,gear_stick
Y-1109697o,Hyundai Solaris,economy,petrol,4.66,2014,62452,2015,29.29,engine_fuel
D15509184U,Kia Rio,economy,petrol,4.58,2015,78327,2020,64.37,engine_ignition
N-1526726d,Smart ForFour,economy,petrol,4.36,2017,116182,2018,59.87,engine_ignition
D-6635489N,Renault Sandero,standart,petrol,7.76,2013,51693,2015,40.13,break_bug
P91939666m,Nissan Qashqai,standart,petrol,4.04,2014,64677,2016,34.54,gear_stick
D-4712260c,Smart ForFour,economy,petrol,4.84,2015,79452,2015,24.31,break_bug
Y-1242554C,VW Tiguan,economy,petrol,5.94,2015,77758,2020,39.07,gear_stick
i-1887608M,Smart ForFour,economy,petrol,4.64,2016,100342,2017,27.94,engine_fuel
x-8099343c,Renault Sandero,standart,petrol,2.22,2011,440,2018,45.52,gear_stick
t-4297703Z,Renault Kaptur,standart,petrol,4.56,2015,75217,2016,72.05,engine_ignition
r-2233973m,Renault Sandero,standart,petrol,5.52,2013,41067,2021,34.64,break_bug
M13526722v,BMW 320i,business,petrol,2.94,2015,73873,2017,33.57,break_bug
F15798669C,VW Tiguan,economy,petrol,3.62,2013,44112,2020,40.26,break_bug
A18300888c,Smart ForFour,economy,petrol,4.66,2015,77913,2019,28.13,engine_fuel
Y-5441952b,Smart Coupe,economy,petrol,5.42,2017,132508,2020,26.44,break_bug
W-9551883X,Kia Sportage,standart,petrol,4.5,2014,61973,2016,38.54,break_bug
w-1026142O,Kia Sportage,standart,petrol,4.92,2011,1983,2020,54.82,gear_stick
A-1162143G,VW Polo,economy,petrol,5.24,2015,89458,2016,56.95,another_bug
k-2104004I,VW Tiguan,economy,petrol,5.14,2016,104855,2021,66.89,engine_ignition
g27722633v,VW Polo,economy,petrol,5.04,2013,47747,2019,42.15,electro_bug
Y-5494208v,Kia Sportage,standart,petrol,4.72,2011,270,2018,80.4,another_bug
R-9466744L,Kia Rio,economy,petrol,5.52,2015,71259,2018,61.46,another_bug
y-1764725I,VW Polo,economy,petrol,5.26,2014,58453,2018,34.19,electro_bug
x11273898z,Smart ForTwo,economy,petrol,4.66,2017,112495,2015,51.84,engine_ignition
K18176647E,Mercedes-Benz E200,business,petrol,3.56,2014,68632,2020,55.39,engine_check
q-8257935P,Smart Coupe,economy,petrol,5.0,2013,39774,2017,64.5,engine_ignition
M16685844b,Renault Kaptur,standart,petrol,3.66,2015,76262,2015,31.43,engine_fuel
W-4238283Z,VW Tiguan,economy,petrol,4.14,2017,118788,2021,47.63,engine_fuel
a17222056W,VW Polo VI,economy,petrol,2.86,2015,82616,2019,25.55,gear_stick
d-2262674v,VW Tiguan,economy,petrol,6.4,2017,134520,2021,37.98,wheel_shake
B-6462073D,Smart ForTwo,economy,petrol,7.56,2015,81857,2019,38.41,gear_stick
e19946044s,VW Polo VI,economy,petrol,4.16,2014,74942,2015,33.69,wheel_shake
j22108372p,Renault Sandero,standart,petrol,4.08,2015,88751,2017,29.55,gear_stick
R10132699W,Smart ForTwo,economy,petrol,4.6,2017,115169,2014,42.88,wheel_shake
I-2007840g,Hyundai Solaris,economy,petrol,5.6,2015,74129,2016,34.61,engine_overheat
f-1883871J,VW Polo,economy,petrol,4.22,2013,49285,2021,43.47,break_bug
s27214304y,Renault Kaptur,standart,petrol,3.84,2012,22725,2020,29.19,engine_fuel
O17925622P,Smart ForFour,economy,petrol,3.08,2015,93121,2015,28.86,engine_fuel
p-1396299V,Smart Coupe,economy,petrol,3.84,2015,71836,2019,32.56,electro_bug
d-2149365f,Kia Sportage,standart,petrol,4.94,2015,85056,2014,67.52,engine_ignition
m-2086369j,Hyundai Solaris,economy,petrol,4.2,2015,89510,2020,25.84,gear_stick
p-2247293h,Skoda Rapid,economy,petrol,5.48,2013,36865,2018,31.2,electro_bug
L17444500d,Renault Kaptur,standart,petrol,4.48,2013,42942,2018,32.66,engine_fuel
w-3453520x,Kia Rio X-line,economy,petrol,6.54,2013,45322,2017,43.75,engine_fuel
B-1894922s,Kia Rio,economy,petrol,5.28,2015,77307,2021,58.85,engine_check
q-6906576V,Kia Rio X,economy,petrol,5.74,2015,79839,2017,24.81,gear_stick
N21592745W,Kia Sportage,standart,petrol,5.04,2012,19451,2016,26.33,electro_bug
U22966546t,Renault Kaptur,standart,petrol,2.96,2014,60096,2015,41.78,engine_check
Y97882055f,Smart ForFour,economy,petrol,3.96,2016,109376,2019,45.28,engine_fuel
P65208168w,VW Polo VI,economy,petrol,3.64,2014,60514,2017,27.61,electro_bug
O-1977280N,Skoda Rapid,economy,petrol,5.4,2014,65808,2016,30.46,gear_stick
J-5858573C,Kia Sportage,standart,petrol,5.34,2013,38603,2017,45.44,engine_fuel
b-1600009O,Kia Rio X,economy,petrol,5.18,2013,43986,2020,29.63,wheel_shake
k16185001q,VW Polo VI,economy,petrol,4.02,2014,58475,2019,50.1,gear_stick
J-1502453c,VW Tiguan,economy,petrol,5.3,2017,113248,2020,62.94,another_bug
h-1184928f,Skoda Rapid,economy,petrol,5.6,2013,36158,2018,58.18,engine_check
w20807148p,Renault Kaptur,standart,petrol,1.64,2013,48301,2018,38.81,electro_bug
H-2882173Z,Nissan Qashqai,standart,petrol,4.5,2014,58644,2018,44.04,engine_check
w33168720l,VW Tiguan,economy,petrol,3.66,2015,94430,2017,58.34,engine_check
Z11132495X,Nissan Qashqai,standart,petrol,3.08,2014,72404,2016,23.9,gear_stick
W15477386C,Mercedes-Benz E200,business,petrol,4.24,2015,77482,2021,74.58,another_bug
o53903819E,Kia Sportage,standart,petrol,5.08,2014,67599,2019,42.26,engine_overheat
E-1275783r,Skoda Rapid,economy,petrol,4.94,2016,108267,2015,61.75,another_bug
b12599240M,Smart ForFour,economy,petrol,4.02,2015,86718,2016,46.11,engine_check
D44517833b,Kia Rio X,economy,petrol,4.62,2014,72280,2015,45.2,engine_overheat
j-1377590c,VW Tiguan,economy,petrol,5.22,2017,134298,2021,36.02,break_bug
r-1930669O,Renault Sandero,standart,petrol,5.16,2014,54713,2017,26.08,electro_bug
N-9452332x,Nissan Qashqai,standart,petrol,4.36,2014,64293,2022,25.61,electro_bug
P-7667678B,Kia Rio X,economy,petrol,3.94,2015,82753,2017,30.44,electro_bug
n13224202u,Renault Sandero,standart,petrol,2.64,2015,75140,2018,59.6,another_bug
B20262533I,Skoda Rapid,economy,petrol,4.14,2016,103801,2017,27.8,engine_overheat
I13894787U,Skoda Rapid,economy,petrol,4.54,2017,134781,2016,28.82,break_bug
A65205208z,Smart ForFour,economy,petrol,3.34,2016,93341,2018,83.8,another_bug
x20603919o,Hyundai Solaris,economy,petrol,2.82,2015,91507,2019,39.6,wheel_shake
z10457360K,Smart ForTwo,economy,petrol,4.34,2014,57184,2020,48.32,engine_check
M-1712519K,Hyundai Solaris,economy,petrol,4.28,2015,82571,2019,39.9,engine_fuel
b-1681467p,Kia Sportage,standart,petrol,4.38,2013,43426,2017,30.74,break_bug
h10860992T,Smart Coupe,economy,petrol,3.1,2015,78650,2015,31.95,engine_overheat
c-1729585F,Smart Coupe,economy,petrol,4.44,2014,58545,2021,49.12,engine_overheat
O-7780124Q,Skoda Rapid,economy,petrol,4.62,2013,46470,2019,100.93,another_bug
N18717997l,Kia Rio X-line,economy,petrol,3.12,2013,41044,2019,32.03,wheel_shake
M-2028642u,Kia Rio X,economy,petrol,5.8,2015,77403,2021,29.61,electro_bug
L96875350x,Nissan Qashqai,standart,petrol,4.12,2014,70427,2015,76.38,engine_ignition
s-9180453P,Skoda Rapid,economy,petrol,6.02,2016,108052,2021,25.36,break_bug
T17061100n,Kia Sportage,standart,petrol,3.24,2014,60099,2019,32.99,engine_fuel
Q-1640989g,Smart ForFour,economy,petrol,4.3,2016,94397,2016,43.56,engine_fuel
K-1544774T,Kia Rio,economy,petrol,6.82,2014,63620,2019,32.94,break_bug
G-1577332Q,VW Polo,economy,petrol,6.28,2015,89899,2016,32.68,electro_bug
V16180698h,Kia Rio X,economy,petrol,4.08,2014,59062,2019,23.55,wheel_shake
O18445397U,Smart Coupe,economy,petrol,3.74,2017,132854,2017,29.4,break_bug
U-3643164N,Kia Rio,economy,petrol,5.4,2014,66674,2014,54.88,engine_ignition
G-6618695l,Kia Rio,economy,petrol,3.94,2015,86367,2019,24.76,break_bug
S20524077t,Hyundai Solaris,economy,petrol,3.78,2011,2062,2018,22.4,gear_stick
B16670617R,BMW 320i,business,petrol,3.28,2017,134530,2022,46.22,engine_check
X16721605D,Smart ForTwo,economy,petrol,3.48,2014,62004,2015,40.98,break_bug
f-1996175H,Renault Sandero,standart,petrol,4.98,2011,1462,2016,30.37,engine_fuel
A-5101478b,Mercedes-Benz E200,business,petrol,4.4,2015,81206,2014,54.77,engine_check
k-1735337t,VW Polo VI,economy,petrol,6.58,2015,89285,2018,60.42,another_bug
I69261244y,Nissan Qashqai,standart,petrol,4.18,2015,87802,2021,98.3,another_bug
p18227676S,Smart ForTwo,economy,petrol,4.78,2017,120551,2017,52.53,engine_overheat
B-2051518V,Mini Cooper,business,petrol,6.14,2012,21091,2017,30.7,electro_bug
k17020328W,Smart ForTwo,economy,petrol,5.02,2017,125565,2016,41.22,engine_fuel
N-9313658v,Smart ForTwo,economy,petrol,4.7,2016,114696,2018,46.75,engine_ignition
h-3056262u,Kia Sportage,standart,petrol,5.02,2014,62486,2018,76.91,another_bug
K-1866847F,Renault Kaptur,standart,petrol,4.22,2013,41885,2017,33.75,engine_overheat
u-2156978e,Nissan Qashqai,standart,petrol,4.84,2015,87414,2019,54.33,engine_ignition
C-3016941F,Skoda Rapid,economy,petrol,6.64,2015,96066,2019,27.49,break_bug
c33903073Q,Skoda Rapid,economy,petrol,1.98,2017,124011,2020,31.99,wheel_shake
Q-1582698g,Smart ForTwo,economy,petrol,4.48,2015,73237,2017,24.78,break_bug
K-1010636S,Smart ForFour,economy,petrol,5.26,2013,46121,2018,72.52,another_bug
N70600170h,Hyundai Solaris,economy,petrol,4.26,2011,8450,2015,42.43,electro_bug
c-3410027y,Renault Sandero,standart,petrol,4.18,2015,86666,2018,58.98,engine_ignition
m-8902512v,VW Tiguan,economy,petrol,6.18,2013,46437,2018,81.15,engine_ignition
t24316205h,VW Polo,economy,petrol,5.24,2014,59459,2017,40.18,wheel_shake
z41744928r,Renault Kaptur,standart,petrol,4.44,2014,59849,2020,41.52,engine_check
n47427969O,Smart ForTwo,economy,petrol,3.98,2016,107586,2017,60.27,engine_ignition
F14857178F,Smart ForTwo,economy,petrol,4.04,2017,119383,2021,65.53,engine_ignition
x18607097I,Smart Coupe,economy,petrol,2.24,2017,116988,2019,50.08,engine_check
q-1778461b,Smart ForTwo,economy,petrol,6.42,2017,108795,2017,44.95,engine_overheat
z30179504O,VW Tiguan,economy,petrol,3.84,2017,115917,2021,40.39,break_bug
k-7078453O,Renault Kaptur,standart,petrol,4.66,2013,47765,2022,27.12,engine_overheat
n21726530a,Skoda Rapid,economy,petrol,2.84,2015,82133,2019,61.69,engine_check
N-1839822D,Kia Rio X-line,economy,petrol,4.26,2012,22641,2017,30.76,electro_bug
b-1553102t,Renault Kaptur,standart,petrol,4.74,2015,79993,2017,64.31,engine_ignition
e-1590992X,Kia Rio X,economy,petrol,6.26,2012,27706,2017,29.32,electro_bug
D11741561w,Smart ForFour,economy,petrol,3.78,2015,90590,2020,29.16,electro_bug
a-1830602c,Renault Kaptur,standart,petrol,3.84,2011,6302,2016,37.93,gear_stick
D-1231501x,VW Polo,economy,petrol,5.9,2015,90490,2019,54.93,engine_fuel
C-1584260v,VW Polo VI,economy,petrol,4.54,2015,72765,2017,66.9,another_bug
p71461747A,VW Polo VI,economy,petrol,4.08,2015,86295,2018,54.69,engine_ignition
C-8802779C,Smart ForTwo,economy,petrol,5.84,2013,46675,2019,57.81,another_bug
C14604474J,Smart ForTwo,economy,petrol,3.52,2015,77325,2022,55.9,engine_ignition
s12923191N,Hyundai Solaris,economy,petrol,2.42,2011,2503,2018,25.49,engine_overheat
X-6349190I,Kia Sportage,standart,petrol,5.34,2011,3012,2021,55.09,engine_ignition
e40587429i,Skoda Rapid,economy,petrol,3.64,2017,125757,2018,42.03,gear_stick
w-2010482q,VW Tiguan,economy,petrol,4.96,2014,57157,2019,36.01,engine_overheat
e-1764646J,VW Tiguan,economy,petrol,5.0,2017,122623,2019,35.13,gear_stick
X-2098906t,Smart Coupe,economy,petrol,5.36,2017,125562,2019,42.1,gear_stick
X-1655758N,Nissan Qashqai,standart,petrol,4.4,2011,8309,2021,36.74,electro_bug
